Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Forma de producto de mampostería (product.metafields.shopify.masonry-product-form),Adecuado para tipo de material (product.metafields.shopify.suitable-for-material-type),Espacio adecuado (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
1-toma-exterior-20a-taad,1 TOMA EXTERIOR 20A. TAAD,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,LE-604,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
1-combinacion-exterior-taad,1 COMBINACION EXTERIOR TAAD,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,LE-606,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
2-puntos-exterior-taad,2 PUNTOS EXTERIOR TAAD,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,LE-707,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
punto-y-toma-exterior-taad,PUNTO Y TOMA EXTERIOR TAAD,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,LE-709,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
2-toma-exterior-taad,2 TOMA EXTERIOR TAAD,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,LE-710,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
base-1-modulo-linea-de-superficie-spot,BASE 1 MODULO LINEA DE SUPERFICIE SPOT,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,S-9500,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
tapa-portamodulo-linea-de-superficie-spot,TAPA PORTAMODULO LINEA DE SUPERFICIE SPOT,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,S-9600,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
variador-p-vent-techo-exterior-c-tecla,VARIADOR P/VENT. TECHO EXTERIOR C/TECLA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,V001,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
base-modular-binorma-c-tt-marfil,BASE MODULAR BINORMA C/TT MARFIL,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,KD39066,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
base-modular-binorma-c-tt-negro,BASE MODULAR BINORMA C/TT NEGRO,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,KD39067,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
base-modular-20a-blanca-tt,BASE MODULAR 20A. BLANCA TT,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,KS39076,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
portero-electrico-a-pilas-frente-exterior-sica,PORTERO ELECTRICO A PILAS FRENTE EXTERIOR SICA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'916130,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
portero-electrico-a-pilas-frente-embutir-antivandalico-sica,PORTERO ELECTRICO A PILAS FRENTE EMBUTIR ANTIVANDALICO SICA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'916145,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
portero-electrico-220v-frente-exterior-sica,PORTERO ELECTRICO 220V FRENTE EXTERIOR SICA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'916150,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
portero-electrico-220v-frente-embutir-antivandalico-sica,PORTERO ELECTRICO 220V FRENTE EMBUTIR ANTIVANDALICO SICA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'916160,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
kit-video-portero-c-visor-4-3-color-intercom,"KIT VIDEO PORTERO C/VISOR 4.3"" COLOR INTERCOM","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,JS-225E11,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
kit-portero-visor-manos-libres-pantalla-tactil-4-3-intercom,"KIT PORTERO VISOR MANOS LIBRES PANTALLA TACTIL 4.3"" INTERCOM","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,JS-410E11,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
timbre-exterior-campanilla-10x10-door-1824,TIMBRE EXTERIOR CAMPANILLA 10X10 (DOOR-1824),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'71,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
timbre-de-embutir-campanilla-10x10-door-1831,TIMBRE DE EMBUTIR CAMPANILLA 10X10 (DOOR-1831),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'73,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
timbre-exterior-zumbador-10x10-door-1825,TIMBRE EXTERIOR ZUMBADOR 10X10 (DOOR-1825),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'74,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
timbre-de-embutir-zumbador-10x10-door-1832,TIMBRE DE EMBUTIR ZUMBADOR 10X10 (DOOR-1832),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'76,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
timbre-inalambrico-cuadrado-38-melodia-100mts-alcance-candela,TIMBRE INALAMBRICO CUADRADO 38 MELODIA 100MTS ALCANCE CANDELA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'7278,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
interfaz-wifi-p-portero-electrcos-c-visor,INTERFAZ WIFI P/PORTERO ELECTRCOS C/VISOR,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,WFV01,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
camara-ip-movil-wifi-sica,CAMARA IP MOVIL WIFI SICA,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'915212,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-100x2-5mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 100X2.5MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P100X2.5B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-100x2-5mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 100X2.5MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P100X2.5N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-150x3-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 150X3.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P150X3.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-150x3-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 150X3.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P150X3.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-200x4-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 200X4.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P200X4.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-200x4-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 200X4.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P200X4.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-250x4-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 250X4.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P250X4.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-250x4-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 250X4.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P250X4.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-300x4-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 300X4.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P300X4.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-300x4-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 300X4.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P300X4.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-300x7-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 300X7.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P300X7.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-300x7-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 300X7.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P300X7.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-350x4-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 350X4.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P350X4.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-350x4-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 350X4.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P350X4.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-350x7-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 350X7.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P350X7.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-350x7-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 350X7.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P350X7.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-400x4-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 400X4.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P400X4.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-400x7-6mm-blanco-precio-x-unid-bolsa-100-u,PRECINTO 400X7.6MM BLANCO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P400X7.6B,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
precinto-400x7-6mm-negro-precio-x-unid-bolsa-100-u,PRECINTO 400X7.6MM NEGRO PRECIO X UNID. (BOLSA 100 U.),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,P400X7.6N,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
kit-precintos-de-100u-10cm-20cm-25cm-30cm,KIT PRECINTOS DE 100U 10CM 20CM 25CM 30CM,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,KITPRE,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fc-10x38mm-2a,FUSIBLE CILINDRICO SERIE FC 10X38MM 2A,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FC-02,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fc-10x38mm-4a,FUSIBLE CILINDRICO SERIE FC 10X38MM 4A,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FC-04,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fc-10x38mm-6a,FUSIBLE CILINDRICO SERIE FC 10X38MM 6A,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FC-06,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fc-10x38mm-10a,FUSIBLE CILINDRICO SERIE FC 10X38MM 10A,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FC-10,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fe-8-5x31-5mm-6a,FUSIBLE CILINDRICO SERIE FE 8.5X31.5MM 6A.,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FE-06,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fe-8-5x31-5mm-10a,FUSIBLE CILINDRICO SERIE FE 8.5X31.5MM 10A.,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FE-10,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fe-8-5x31-5mm-16a,FUSIBLE CILINDRICO SERIE FE 8.5X31.5MM 16A.,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FE-16,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-cilindrico-serie-fe-8-5x31-5mm-20a,FUSIBLE CILINDRICO SERIE FE 8.5X31.5MM 20A.,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FE-20,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-100a-nh,FUSIBLE ACR 00 100A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421011,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-125a-nh,FUSIBLE ACR 00 125A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421012,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-160a-nh,FUSIBLE ACR 00 160A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421014,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-16a-nh,FUSIBLE ACR 00 16A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421016,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-20a-nh,FUSIBLE ACR 00 20A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421020,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-25a-nh,FUSIBLE ACR 00 25A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421025,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-36a-nh,FUSIBLE ACR 00 36A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421036,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-50a-nh,FUSIBLE ACR 00 50A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421050,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-63a-nh,FUSIBLE ACR 00 63A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421063,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-00-80a-nh,FUSIBLE ACR 00 80A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421080,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-100a-nh,FUSIBLE ACR 01 100A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421110,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-125a-nh,FUSIBLE ACR 01 125A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421112,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-160a-nh,FUSIBLE ACR 01 160A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421116,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-250a-nh,FUSIBLE ACR 01 250A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421125,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-50a-nh,FUSIBLE ACR 01 50A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421150,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-63a-nh,FUSIBLE ACR 01 63A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421163,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-01-80a-nh,FUSIBLE ACR 01 80A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421180,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-acr-02-200a-nh,FUSIBLE ACR 02 200A (NH),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'421220,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-neozed-de-10a,FUSIBLE NEOZED DE 10A,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'295,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-neozed-de-35a,FUSIBLE NEOZED DE 35A,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'5853,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-neozed-de-63a-00298,FUSIBLE NEOZED DE 63A (00298),"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,'5854,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-1-5-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 1.5 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,"FN20K1,5",0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-10-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 10 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FN20K10,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-12-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 12 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FN20K12,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-2-5-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 2.5 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FN20K2.5,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-5-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 5 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FN20K5,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-6-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 6 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FN20K6,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-8-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 8 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,FN20K8,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
fusible-fusitron-normal-de-15kv-0-5-amp-k,"FUSIBLE FUSITRON NORMAL DE 15KV 0.5 AMP ""K""","",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,"KN20K0,5",0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-3-4-x-2mts-c-tomacable-jabalina-734200,VARILLA LISA 3/4 X 2MTS C/TOMACABLE (JABALINA) *734200,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.13,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-3-4-x-3mts-c-tomacable-jabalina-734300,VARILLA LISA 3/4 X 3MTS C/TOMACABLE (JABALINA) *734300,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.14,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-3-8-x-1m-c-tomacable-jabalina-738100,VARILLA LISA 3/8 X 1M C/TOMACABLE (JABALINA) *738100,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.15,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-3-8-x-1-5m-c-tomacable-jabalina-738150,VARILLA LISA 3/8 X 1.5M C/TOMACABLE (JABALINA) *738150,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.16,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-3-8-x-0-50m-c-tomacable-jabalina-738060,VARILLA LISA 3/8 X 0.50M C/TOMACABLE (JABALINA) *738060,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.17,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-1-2-x-1-5m-c-tomacable-jabalina-712150,VARILLA LISA 1/2 X 1.5M C/TOMACABLE (JABALINA) *712150,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.2,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-5-8-x-1m-c-tomacable-jabalina-758100,VARILLA LISA 5/8 X 1M C/TOMACABLE (JABALINA) *758100,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.6,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-5-8-x-1-5-c-tomacable-jabalina-758150,VARILLA LISA 5/8 X 1.5 C/TOMACABLE (JABALINA) *758150,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.7,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-5-8-x-2mts-c-tomacable-jabalina-758200,VARILLA LISA 5/8 X 2MTS C/TOMACABLE (JABALINA) *758200,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.8,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
varilla-lisa-5-8-x-3mts-c-tomacable-jabalina-758300,VARILLA LISA 5/8 X 3MTS C/TOMACABLE (JABALINA) *758300,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,CTB.9,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
tomacable-p-varilla-lisa-3-4,TOMACABLE P/VARILLA LISA 3/4,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,T.1,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
tomacable-p-varilla-lisa-5-8,TOMACABLE P/VARILLA LISA 5/8,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,T.2,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
tomacable-p-varilla-lisa-3-8,TOMACABLE P/VARILLA LISA 3/8,"",Servicios Arneaz,,"","",true,Title,Default Title,,,,,,,,T.4,0.0,shopify,0,deny,manual,0.00,,true,false,,,,,,,,,false,,,,,,,,kg,,,active
